timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current
4/16/2020 4:17,-0.018,8.09,8.082,-0.024,8.092,49.375,0.0425
4/16/2020 4:22,-0.022,10.078,10.072,-0.026,10.078,66.475,3.7875
4/16/2020 4:27,-0.012,9.722,9.71,-0.022,9.72,61.900000000000006,3.870000000000001
4/16/2020 4:32,-0.014,9.402,9.39,-0.022,9.404,57.60000000000001,0.0425
4/16/2020 4:37,-0.016,9.018,9.006,-0.022,9.018,55.55000000000001,0.0425
4/16/2020 4:42,-0.014,8.64,8.63,-0.022,8.64,54.1,0.04
4/16/2020 4:47,-0.016,8.398,8.386,-0.024,8.398,52.8,0.04
4/16/2020 4:52,-0.016,8.162,8.152,-0.024,8.164,51.6,0.04
4/16/2020 4:57,-0.024,10.082,10.082,-0.024,10.082,65.17500000000001,3.8249999999999993
4/16/2020 5:02,-0.014,9.652,9.638,-0.022,9.652,61.25,3.7975
4/16/2020 5:07,-0.014,9.242,9.228,-0.022,9.242,56.875000000000014,0.0425
4/16/2020 5:12,-0.016,8.778,8.768,-0.024,8.78,55.1,0.0425
4/16/2020 5:17,-0.016,8.49,8.48,-0.022,8.49,54.2,0.04
4/16/2020 5:22,-0.016,8.252,8.242,-0.022,8.254,52.89999999999999,0.0425
4/16/2020 5:27,9.47,9.016,-0.014,-0.024,9.01,54,6.1175
4/16/2020 5:32,-0.012,9.722,9.71,-0.024,9.72,62.6,3.9475
4/16/2020 5:36,-0.014,9.402,9.39,-0.024,9.402,59.02499999999999,0.0425
4/16/2020 5:41,-0.012,9.11,9.098,-0.024,9.11,56.075,0.0425
4/16/2020 5:46,-0.014,8.808,8.796,-0.024,8.808,54.82499999999999,0.0425
4/16/2020 5:51,-0.016,8.472,8.462,-0.024,8.474,53,0.0425
4/16/2020 5:56,-0.016,8.238,8.228,-0.024,8.238,51.1,0.0425
4/16/2020 6:01,9.448,9.166,-0.016,0.5760000000000005,9.162,54.075,5.98
4/16/2020 6:06,-0.014,9.934,9.922,-0.024,9.932,65.97500000000001,3.84
4/16/2020 6:11,-0.014,9.608,9.596,-0.024,9.606,61.75,0.045
4/16/2020 6:16,-0.014,9.056,9.044,-0.024,9.056,56.325,0.0425
4/16/2020 6:21,-0.016,8.546,8.536,-0.024,8.546,54.725,0.0425
4/16/2020 6:26,-0.018,8.226,8.216,-0.026,8.226,53.57499999999999,0.0425
4/16/2020 6:31,10.002,9.594,-0.014,-0.024,9.588,57.60000000000001,6.174999999999999
4/16/2020 6:36,-0.014,9.172,9.162,-0.024,9.174,63.3,3.887500000000001
4/16/2020 6:41,-0.014,8.686,8.674,-0.024,8.688,58.60000000000001,0.04
4/16/2020 6:46,-0.014,8.47,8.458,-0.024,8.468,55.82499999999999,0.0425
4/16/2020 6:51,8.554,8.092,-0.026,-0.024,8.09,54.725,5.9025
4/16/2020 6:56,-0.014,9.73,9.72,-0.024,9.73,64.875,3.817500000000001
4/16/2020 7:01,-0.014,9.402,9.39,-0.024,9.402,59.975,0.0425
4/16/2020 7:06,-0.016,9.092,9.078,-0.024,9.092,56.125,0.0425
4/16/2020 7:11,-0.016,8.794,8.782,-0.024,8.794,54.725,0.04
4/16/2020 7:16,-0.014,8.528,8.516,-0.024,8.526,53.400000000000006,0.0425
4/16/2020 7:21,-0.016,8.274,8.262,-0.024,8.274,51.82500000000002,0.04
4/16/2020 7:26,9.584,9.302,-0.012,0.4400000000000013,9.298,56.69999999999999,6.025
4/16/2020 7:30,-0.014,9.678,9.666,-0.026,9.676,63.27499999999999,3.7875
4/16/2020 7:35,-0.014,9.282,9.272,-0.024,9.282,60.375,0.0425
4/16/2020 7:40,-0.014,8.992,8.982,-0.024,8.992,56.325,0.0425
4/16/2020 7:45,-0.016,8.71,8.698,-0.024,8.712,54.67500000000001,0.0425
4/16/2020 7:50,-0.016,8.45,8.44,-0.024,8.452,53,0.0425
4/16/2020 7:55,-0.016,8.21,8.198,-0.024,8.21,51.05,0.04
4/16/2020 8:00,10.472,10.09,-0.014,-0.024,10.084,59.000000000000014,6.1800000000000015
4/16/2020 8:05,-0.012,9.474,9.464,-0.022,9.474,61.20000000000002,3.76
4/16/2020 8:10,-0.016,9.158,9.146,-0.024,9.16,55.125,0.0425
4/16/2020 8:15,-0.016,8.88,8.868,-0.022,8.882,53.2,0.0425
4/16/2020 8:20,-0.016,8.614,8.602,-0.026,8.614,52.075,0.04
4/16/2020 8:25,-0.016,8.368,8.358,-0.024,8.368,50.975,0.04
4/16/2020 8:30,-0.016,8.134,8.126,-0.026,8.136,49.825,0.0425
4/16/2020 8:35,-0.016,9.884,9.874,-0.022,9.882,60.650000000000006,3.77
4/16/2020 8:40,-0.014,9.512,9.502,-0.026,9.512,59.02499999999999,3.764999999999999
4/16/2020 8:45,-0.016,9.07,9.06,-0.026,9.07,54.275000000000006,0.0425
4/16/2020 8:50,-0.016,8.788,8.778,-0.026,8.788,53.525000000000006,0.04
4/16/2020 8:55,-0.016,8.538,8.526,-0.024,8.538,51.82500000000002,0.0425
4/16/2020 9:00,-0.014,8.3,8.29,-0.024,8.3,50.725,0.04
4/16/2020 9:05,-0.018,8.074,8.066,-0.024,8.076,49.225,0.0425
4/16/2020 9:10,-0.016,9.772,9.76,-0.026,9.77,60.225,3.76
4/16/2020 9:15,-0.016,9.39,9.378,-0.024,9.39,58.575,0.0425
4/16/2020 9:20,-0.014,8.99,8.978,-0.022,8.992,53.62499999999999,0.0425
4/16/2020 9:24,-0.016,8.726,8.716,-0.024,8.728,51.625000000000014,0.0375
4/16/2020 9:29,-0.016,8.486,8.476,-0.024,8.488,50.42500000000001,0.04
4/16/2020 9:34,-0.016,8.256,8.246,-0.024,8.258,49.425,0.0425
4/16/2020 9:39,9.28,8.816,-0.018,-0.024,8.812,49.425,5.965
4/16/2020 9:44,-0.016,9.716,9.704,-0.024,9.716,59.60000000000001,3.8225
4/16/2020 9:49,-0.016,8.764,8.754,-0.024,8.768,55.77499999999999,0.04
4/16/2020 9:54,-0.016,8.194,8.184,-0.024,8.196,52.925,0.0425
4/16/2020 9:59,-0.016,9.866,9.854,-0.024,9.864,67.30000000000001,3.865
4/16/2020 10:04,-0.014,9.54,9.526,-0.024,9.54,62.5,3.834999999999999
4/16/2020 10:09,-0.014,9.238,9.226,-0.024,9.238,57.02499999999999,0.04
4/16/2020 10:14,-0.014,8.96,8.948,-0.024,8.96,55.2,0.0425
4/16/2020 10:19,-0.014,8.704,8.694,-0.024,8.706,53.35000000000001,0.04
4/16/2020 10:24,-0.018,8.45,8.44,-0.026,8.45,51.925,0.0425
4/16/2020 10:29,3.2880000000000003,8.072,-0.03,-0.024,8.074,50.8,4.932499999999999
4/16/2020 10:34,9.856,9.674,-0.014,1.4640000000000004,9.672,66.575,6.1325
4/16/2020 10:39,-0.022,10.096,10.096,-0.02,10.096,67.07499999999999,3.844999999999999
4/16/2020 10:44,-0.012,9.762,9.748,-0.022,9.764,64.575,3.815
4/16/2020 10:49,-0.014,9.47,9.454,-0.022,9.47,60.225,0.0425
4/16/2020 10:54,-0.014,9.17,9.158,-0.022,9.172,57.975,0.04
4/16/2020 10:59,-0.014,8.89,8.88,-0.022,8.892,56.150000000000006,0.0425
4/16/2020 11:04,-0.022,10.132,10.134,-0.02,10.13,66.55,3.9025
4/16/2020 11:09,-0.014,9.45,9.436,-0.024,9.45,63.175,3.8575
4/16/2020 11:14,-0.014,9.096,9.084,-0.022,9.094,59.625,0.0425
4/16/2020 11:19,-0.014,8.81,8.798,-0.022,8.81,57.80000000000001,0.0425
4/16/2020 11:23,-0.016,8.542,8.532,-0.024,8.542,56.05,0.0425
4/16/2020 11:28,-0.014,8.298,8.288,-0.024,8.298,54.3,0.0425
4/16/2020 11:33,10.084,9.694,-0.012,-0.022,9.686,57.875000000000014,6.1325
4/16/2020 11:38,-0.014,9.756,9.74,-0.022,9.752,62.87499999999999,3.887500000000001
4/16/2020 11:43,-0.012,9.388,9.372,-0.024,9.386,59.3,0.0425
4/16/2020 11:48,-0.014,9,8.986,-0.022,8.998,56.1,0.0425
4/16/2020 11:53,-0.016,8.764,8.752,-0.022,8.764,54.3,0.0425
4/16/2020 11:58,-0.016,8.542,8.532,-0.022,8.546,52.925,0.0425
4/16/2020 12:03,-0.016,8.332,8.322,-0.022,8.334,51.77499999999999,0.0425
4/16/2020 12:08,-0.016,8.106,8.096,-0.022,8.108,50.69999999999999,0.04
4/16/2020 12:13,-0.016,9.844,9.834,-0.024,9.842,64.72500000000001,3.98
4/16/2020 12:18,-0.014,9.512,9.498,-0.024,9.51,60.60000000000001,0.05
4/16/2020 12:23,-0.014,9.234,9.222,-0.022,9.236,55.62499999999999,0.04
4/16/2020 12:28,-0.016,8.86,8.85,-0.024,8.862,54.400000000000006,0.0425
4/16/2020 12:33,-0.016,8.574,8.564,-0.024,8.576,53.60000000000001,0.0425
4/16/2020 12:38,-0.016,8.328,8.318,-0.022,8.328,52.625000000000014,0.0425
4/16/2020 12:43,-0.016,8.108,8.1,-0.024,8.112,51.1,0.0425
4/16/2020 12:48,-0.018,9.816,9.808,-0.024,9.816,64.775,3.8025
4/16/2020 12:53,-0.014,9.508,9.496,-0.022,9.508,60.125,3.7325
4/16/2020 12:58,-0.014,8.988,8.976,-0.024,8.99,56.74999999999999,0.0425
4/16/2020 13:03,-0.016,8.636,8.624,-0.024,8.636,54.42499999999998,0.0425
4/16/2020 13:08,-0.014,8.428,8.418,-0.022,8.43,52.625000000000014,0.04
4/16/2020 13:12,-0.016,8.218,8.208,-0.024,8.222,51.625000000000014,0.04
4/16/2020 13:17,9.472,9.19,-0.014,0.1379999999999999,9.188,55.1,6.0825
4/16/2020 13:22,-0.014,9.892,9.88,-0.022,9.894,64.775,3.872500000000001
4/16/2020 13:27,-0.012,9.57,9.556,-0.022,9.572,61.775000000000006,0.0425
4/16/2020 13:32,-0.014,9.248,9.236,-0.022,9.248,57,0.0425
4/16/2020 13:37,-0.014,8.862,8.85,-0.02,8.862,55.375,0.0425
4/16/2020 13:42,-0.014,8.426,8.414,-0.022,8.426,54.150000000000006,0.0375
4/16/2020 13:47,-0.014,8.184,8.174,-0.024,8.186,53.125,0.0425
4/16/2020 13:52,8.812,9.632,-0.014,0.058,9.628,62.775000000000006,5.745000000000001
4/16/2020 13:57,-0.012,9.772,9.76,-0.022,9.768,63.675,3.807500000000001
4/16/2020 14:02,-0.012,9.47,9.454,-0.022,9.47,59.72500000000001,0.0425
4/16/2020 14:07,-0.014,9.148,9.136,-0.022,9.144,56.69999999999999,0.0425
4/16/2020 14:12,-0.014,8.864,8.852,-0.022,8.864,55.525000000000006,0.0425
4/16/2020 14:17,-0.014,8.526,8.516,-0.024,8.526,53.60000000000001,0.0425
4/16/2020 14:22,-0.014,8.326,8.314,-0.022,8.326,52.025000000000006,0.0375
4/16/2020 14:27,8.976,8.49,-0.02,-0.022,8.484,51.150000000000006,5.897500000000001
4/16/2020 14:32,-0.014,9.732,9.718,-0.022,9.73,62.14999999999999,3.774999999999999
4/16/2020 14:37,-0.012,9.434,9.42,-0.022,9.438,59.375,0.0425
4/16/2020 14:42,-0.014,9.144,9.132,-0.024,9.146,56.02499999999999,0.0425
4/16/2020 14:47,-0.014,8.86,8.852,-0.022,8.862,54.325,0.0425
4/16/2020 14:52,-0.014,8.576,8.562,-0.022,8.576,53.025000000000006,0.0425
4/16/2020 14:57,-0.016,8.272,8.26,-0.024,8.272,51.925,0.0425
4/16/2020 15:02,9.058,8.576,-0.02,-0.024,8.572,52.22500000000001,5.865
4/16/2020 15:06,-0.014,9.824,9.812,-0.022,9.82,63.425,3.747500000000001
4/16/2020 15:11,-0.012,9.526,9.514,-0.022,9.524,60.5,0.0425
4/16/2020 15:16,-0.014,9.244,9.234,-0.022,9.246,56.400000000000006,0.04
4/16/2020 15:21,-0.016,8.988,8.976,-0.024,8.988,54.275000000000006,0.0425
4/16/2020 15:26,-0.016,8.708,8.698,-0.022,8.708,53.69999999999999,0.0425
4/16/2020 15:31,-0.014,8.336,8.328,-0.024,8.338,52.22500000000001,0.04
4/16/2020 15:36,-0.016,8.102,8.092,-0.024,8.104,50.52499999999999,0.04
4/16/2020 15:41,-0.024,10.132,10.134,-0.022,10.13,64.875,3.827500000000001
4/16/2020 15:46,-0.014,9.768,9.754,-0.022,9.766,62.35,3.9499999999999993
4/16/2020 15:51,-0.012,9.48,9.466,-0.022,9.48,58.3,0.04
4/16/2020 15:56,-0.014,9.19,9.18,-0.022,9.192,56.3,0.04
4/16/2020 16:01,-0.016,8.912,8.902,-0.022,8.914,54.650000000000006,0.0425
4/16/2020 16:06,-0.016,8.49,8.478,-0.022,8.49,53.2,0.0425
4/16/2020 16:11,-0.016,8.144,8.136,-0.022,8.146,52.125,0.04
4/16/2020 16:16,-0.014,9.82,9.806,-0.024,9.816,65.7,3.8025
4/16/2020 16:21,-0.014,9.498,9.484,-0.022,9.496,63.07499999999999,0.045
4/16/2020 16:26,-0.012,9.076,9.064,-0.022,9.076,57.60000000000001,0.0425
4/16/2020 16:31,-0.014,8.816,8.804,-0.022,8.814,55.72500000000001,0.0425
4/16/2020 16:36,-0.016,8.53,8.52,-0.024,8.528,54.02499999999999,0.0425
4/16/2020 16:41,-0.014,8.27,8.26,-0.024,8.27,53.35000000000001,0.0425
4/16/2020 16:46,9.644,9.366,-0.012,0.4480000000000004,9.362,57.875000000000014,6.0175
4/16/2020 16:51,-0.012,9.84,9.828,-0.022,9.838,63.05000000000001,3.735000000000001
4/16/2020 16:55,-0.012,9.55,9.536,-0.022,9.548,59.7,0.0425
4/16/2020 17:00,-0.012,9.256,9.244,-0.022,9.254,56.72500000000001,0.04
4/16/2020 17:05,-0.012,8.984,8.972,-0.022,8.984,55.2,0.04
4/16/2020 17:10,-0.016,8.722,8.712,-0.024,8.722,53.8,0.04
4/16/2020 17:15,-0.016,8.478,8.466,-0.022,8.478,52.60000000000001,0.0425
4/16/2020 17:20,-0.016,8.16,8.15,-0.022,8.162,51.22500000000001,0.04
4/16/2020 17:25,-0.018,9.92,9.912,-0.024,9.918,64.14999999999999,3.805
4/16/2020 17:30,-0.014,9.386,9.374,-0.022,9.384,62.87499999999999,3.85
4/16/2020 17:35,-0.014,9.1,9.09,-0.022,9.102,57.69999999999999,0.0425
4/16/2020 17:40,-0.016,8.828,8.814,-0.024,8.826,55.925,0.04
4/16/2020 17:45,-0.014,8.578,8.566,-0.022,8.578,54.225,0.0425
4/16/2020 17:50,-0.016,8.338,8.326,-0.022,8.336,52.49999999999999,0.0425
4/16/2020 17:55,-0.016,8.118,8.108,-0.024,8.118,51.85,0.0425
4/16/2020 18:00,-0.016,9.788,9.778,-0.024,9.786,65.7,3.98
4/16/2020 18:05,-0.014,9.4,9.39,-0.022,9.402,61.7,3.815
4/16/2020 18:10,-0.014,9.104,9.092,-0.022,9.106,55.95000000000002,0.0425
4/16/2020 18:15,-0.014,8.84,8.826,-0.022,8.84,54.82499999999999,0.04
4/16/2020 18:20,-0.016,8.586,8.576,-0.024,8.588,53.42499999999998,0.0425
4/16/2020 18:25,-0.014,8.35,8.338,-0.022,8.35,52.3,0.04
4/16/2020 18:30,-0.016,8.126,8.114,-0.024,8.126,51.075,0.04
4/16/2020 18:35,-0.016,9.888,9.878,-0.022,9.886,63.79999999999998,3.8675
4/16/2020 18:40,-0.012,9.546,9.534,-0.024,9.546,61.3,3.827500000000001
4/16/2020 18:45,-0.014,9.192,9.18,-0.024,9.192,56.54999999999998,0.0425
4/16/2020 18:49,-0.014,8.918,8.906,-0.022,8.918,54.82499999999999,0.0425
4/16/2020 18:54,-0.014,8.658,8.648,-0.022,8.658,53.8,0.04
4/16/2020 18:59,-0.018,8.414,8.404,-0.026,8.414,52.3,0.0425
4/16/2020 19:04,-0.018,8.186,8.178,-0.024,8.186,50.675,0.0425
4/16/2020 19:09,10.366,10,-0.012,-0.022,9.994,59.000000000000014,6.3100000000000005
4/16/2020 19:14,-0.014,9.628,9.614,-0.024,9.626,61.475,3.782499999999999
4/16/2020 19:19,-0.014,9.268,9.256,-0.022,9.268,55.925,0.0425
4/16/2020 19:24,-0.014,8.998,8.984,-0.024,8.998,53.8,0.0425
4/16/2020 19:29,-0.016,8.74,8.728,-0.024,8.74,52.69999999999999,0.0425
4/16/2020 19:34,10.124,9.726,-0.014,-0.024,9.724,58.975,6.232500000000002
4/16/2020 19:39,-0.014,9.528,9.516,-0.022,9.53,62.525000000000006,3.7575
4/16/2020 19:44,-0.016,8.648,8.634,-0.024,8.646,57.625,0.0425
4/16/2020 19:49,-0.014,8.094,8.084,-0.024,8.096,55.400000000000006,0.0425
4/16/2020 19:54,-0.014,9.774,9.764,-0.022,9.772,66.475,3.8249999999999993
4/16/2020 19:59,-0.014,9.364,9.354,-0.024,9.364,63.19999999999999,0.045
4/16/2020 20:04,-0.014,8.686,8.674,-0.022,8.686,58.1,0.0425
4/16/2020 20:09,-0.016,8.228,8.216,-0.024,8.228,56.175,0.04
4/16/2020 20:14,-0.028,10.088,10.088,-0.024,10.086,66.775,3.905
4/16/2020 20:19,-0.014,9.524,9.512,-0.024,9.524,63.475,3.7225
4/16/2020 20:24,-0.016,9.132,9.12,-0.024,9.132,59.3,0.0425
4/16/2020 20:29,-0.016,8.442,8.43,-0.024,8.442,57.02499999999999,0.0425
4/16/2020 20:34,5.917999999999999,8.056,-0.028,-0.022,8.058,54.725,5.275
4/16/2020 20:39,-0.014,9.7,9.688,-0.026,9.7,64.8,3.782499999999999
4/16/2020 20:43,-0.014,9.284,9.274,-0.024,9.284,61.5,0.0425
4/16/2020 20:48,-0.016,8.892,8.882,-0.022,8.892,57.325,0.0425
4/16/2020 20:53,-0.016,8.522,8.514,-0.026,8.522,55.325,0.0425
4/16/2020 20:58,9,8.528,-0.018,-0.024,8.524,54.25,5.962499999999999
4/16/2020 21:03,-0.014,9.65,9.638,-0.024,9.65,64.475,3.924999999999999
4/16/2020 21:08,-0.014,9.102,9.09,-0.024,9.102,60.775000000000006,0.0425
4/16/2020 21:13,-0.014,8.724,8.71,-0.024,8.722,57.1,0.0425
4/16/2020 21:18,9.986,9.59,-0.014,-0.024,9.586,62.900000000000006,6.174999999999999
4/16/2020 21:23,-0.026,10.108,10.106,-0.024,10.104,70.275,3.887500000000001
4/16/2020 21:28,-0.012,9.592,9.578,-0.022,9.59,65.19999999999999,3.8025
4/16/2020 21:33,-0.016,9.176,9.164,-0.024,9.176,60.7,0.0425
4/16/2020 21:38,-0.016,8.786,8.774,-0.024,8.786,58.45,0.0425
4/16/2020 21:43,-0.014,8.202,8.192,-0.022,8.204,57.02499999999999,0.0425
4/16/2020 21:48,-0.014,9.724,9.712,-0.022,9.724,66.825,3.75
4/16/2020 21:53,-0.014,9.208,9.196,-0.022,9.208,63.14999999999999,0.045
4/16/2020 21:58,-0.014,8.818,8.806,-0.022,8.816,57.875000000000014,0.0425
4/16/2020 22:03,-0.014,8.45,8.44,-0.022,8.45,56.3,0.0425
4/16/2020 22:08,-0.014,8.108,8.098,-0.024,8.108,54.67500000000001,0.0425
4/16/2020 22:13,-0.014,9.778,9.766,-0.024,9.776,65.97500000000001,3.8375
4/16/2020 22:18,-0.014,9.324,9.312,-0.022,9.322,63.125000000000014,0.045
4/16/2020 22:23,-0.014,8.808,8.796,-0.024,8.808,57.94999999999999,0.0425
4/16/2020 22:28,-0.014,8.434,8.426,-0.024,8.434,56.525000000000006,0.04
4/16/2020 22:33,-0.016,8.09,8.084,-0.024,8.094,54.975,0.04
4/16/2020 22:37,-0.02,10.034,10.028,-0.024,10.03,67.97500000000001,3.880000000000001
4/16/2020 22:42,-0.012,9.546,9.534,-0.024,9.544,63.775000000000006,3.78
4/16/2020 22:47,-0.014,9.124,9.112,-0.024,9.126,59.2,0.04
4/16/2020 22:52,-0.016,8.736,8.726,-0.022,8.736,56.82499999999999,0.04
4/16/2020 22:57,-0.014,8.372,8.36,-0.022,8.372,55.72500000000001,0.0425
4/16/2020 23:02,-0.018,9.912,9.904,-0.024,9.91,66.225,3.805
4/16/2020 23:07,-0.012,9.432,9.422,-0.022,9.432,62.27499999999999,3.815
4/16/2020 23:12,-0.014,9.028,9.016,-0.024,9.028,58.02499999999999,0.0425
4/16/2020 23:17,-0.016,8.648,8.636,-0.024,8.648,56.225,0.04
4/16/2020 23:22,-0.014,8.294,8.284,-0.024,8.296,54.69999999999999,0.0425
4/16/2020 23:27,-0.02,9.976,9.97,-0.024,9.974,66.675,3.82
4/16/2020 23:32,-0.014,9.342,9.332,-0.022,9.344,62.675,3.8225
4/16/2020 23:37,-0.014,8.888,8.876,-0.022,8.886,58.60000000000001,0.0425
4/16/2020 23:42,-0.014,8.516,8.506,-0.024,8.516,56.875000000000014,0.04
4/16/2020 23:47,-0.016,8.172,8.16,-0.024,8.17,55.2,0.0425
4/16/2020 23:52,-0.022,10.07,10.068,-0.024,10.064,68.35,3.855
4/16/2020 23:57,-0.012,9.578,9.566,-0.026,9.578,63.375,3.7325
4/17/2020 0:02,-0.012,9.162,9.148,-0.024,9.16,58.7,0.0425
4/17/2020 0:07,-0.014,8.77,8.758,-0.024,8.77,56.325,0.0425
4/17/2020 0:12,-0.016,8.422,8.408,-0.024,8.418,54.375,0.0425
4/17/2020 0:17,9.24,8.896,-0.014,0.282,8.894,57.1,6.045
4/17/2020 0:22,-0.012,9.788,9.776,-0.024,9.786,64.95,3.9125
4/17/2020 0:27,-0.012,9.352,9.34,-0.022,9.35,61.5,0.0425
4/17/2020 0:40,-0.012,8.32,8.31,-0.022,8.322,57.47500000000001,3.885
4/17/2020 4:39,6.118,5.6,-0.012,-0.026,5.598000000000001,29.875,5.542499999999999
4/17/2020 4:44,-0.018,9.964,9.956,-0.024,9.962,54.85,3.9275
4/17/2020 4:49,-0.014,9.446,9.436,-0.024,9.448,51.725,3.8025
4/17/2020 4:54,-0.014,9.146,9.132,-0.024,9.144,46.35000000000001,0.04
4/17/2020 4:59,-0.014,8.864,8.852,-0.024,8.864,45.1,0.04
4/17/2020 5:04,-0.016,8.568,8.556,-0.026,8.568,43.95,0.0425
4/17/2020 5:09,-0.016,8.272,8.262,-0.024,8.274,43.150000000000006,0.04
4/17/2020 5:14,-0.024,10.04,10.038,-0.026,10.04,56.72500000000001,3.86
4/17/2020 5:19,-0.014,9.638,9.628,-0.026,9.638,55.225,3.7525
4/17/2020 5:24,-0.014,9.338,9.326,-0.024,9.336,49.8,0.04
4/17/2020 5:29,-0.016,9.044,9.034,-0.024,9.046,48.6,0.04
4/17/2020 5:34,-0.016,8.772,8.762,-0.026,8.774,47.625,0.04
4/17/2020 5:39,-0.018,8.52,8.51,-0.026,8.522,46.1,0.0425
4/17/2020 5:44,9.478,9.018,-0.016,-0.026,9.014,48.425,6.120000000000001
4/17/2020 5:49,-0.014,9.654,9.64,-0.026,9.652,57.575,3.7575
4/17/2020 5:54,-0.014,9.314,9.302,-0.026,9.314,52.60000000000001,0.0425
4/17/2020 5:59,-0.016,9.014,9.002,-0.026,9.016,49.7,0.04
4/17/2020 6:04,-0.016,8.728,8.718,-0.026,8.732,48.85000000000001,0.0425
4/17/2020 6:09,-0.016,8.464,8.454,-0.026,8.464,47.85000000000001,0.0425
4/17/2020 6:14,-0.016,8.148,8.14,-0.026,8.15,46.475,0.0425
4/17/2020 6:18,-0.016,9.826,9.816,-0.026,9.826,59.375,3.86
4/17/2020 6:23,-0.014,9.208,9.198,-0.026,9.208,57.54999999999998,0.3900000000000005
4/17/2020 6:28,-0.016,8.932,8.922,-0.026,8.932,52.725,0.0425
4/17/2020 6:33,-0.016,8.546,8.536,-0.026,8.546,51.125,0.0425
4/17/2020 6:38,-0.018,8.296,8.284,-0.026,8.298,49.55000000000001,0.04
4/17/2020 6:43,-0.024,9.884,9.88,-0.024,9.882,59.35,3.8675
4/17/2020 6:48,-0.012,9.506,9.494,-0.024,9.506,59.1,3.9
4/17/2020 6:53,-0.016,9.184,9.17,-0.024,9.184,53.89999999999999,0.0425
4/17/2020 6:58,-0.016,8.854,8.842,-0.024,8.856,51.77499999999999,0.0425
4/17/2020 7:03,-0.016,8.596,8.586,-0.026,8.598,50.150000000000006,0.0425
4/17/2020 7:08,-0.018,8.358,8.348,-0.024,8.36,49.02499999999999,0.0425
4/17/2020 7:13,-0.018,8.124,8.116,-0.024,8.126,48.02499999999999,0.0425
4/17/2020 7:18,-0.014,9.852,9.84,-0.024,9.85,62.27499999999999,3.7875
4/17/2020 7:23,-0.014,9.328,9.318,-0.026,9.33,56.85,0.0475
4/17/2020 7:28,-0.018,9.038,9.028,-0.026,9.04,52.42500000000001,0.0425
4/17/2020 7:33,-0.016,8.656,8.646,-0.026,8.66,51.125,0.0425
4/17/2020 7:38,-0.018,8.374,8.364,-0.026,8.376,50.275000000000006,0.0425
4/17/2020 7:43,-0.016,8.144,8.136,-0.024,8.148,49.150000000000006,0.0425
4/17/2020 7:48,-0.018,9.908,9.9,-0.026,9.906,62.20000000000002,3.9025
4/17/2020 7:53,-0.014,9.448,9.436,-0.026,9.448,58.67500000000001,3.85
